name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Gaalipata,kn,"['Comedy', 'Musical', 'Romance']",18-01-2008,146,U,70000000,200000000,Super Hit,"['Daisy Bopanna', 'Ganesh', 'Diganth Manchale', 'Rajesh Krishnan', 'Anant Nag', 'Padmaja Rao', 'Rangayana Raghu', 'Sudha Belawadi', 'Bhavana Rao']",['V. Harikrishna'],['Yogaraj Bhat'],['Yogaraj Bhat'],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Gaalipata-(2008)/de2c4447-0ab7-4821-bd53-1ce2624ce382,https://en.wikipedia.org/wiki/Gaalipata#Box_office
Jogayya,kn,['Action'],19-08-2011,139,UA,20000000,525000000,Average,"['Shivaraj Kumar', 'Pooja Gandhi', 'Sumit Kaur Atwal', 'Nithya Menen']",['V. Harikrishna'],['Prem'],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Jogayya-(2011)/c8407ead-fb8c-4a9e-8f0a-8cc1c8bffc7e,https://en.wikipedia.org/wiki/Jogayya
Lucia,kn,"['Drama', 'Sci-Fi', 'Thriller']",06-09-2013,135,UA,5000000,36000000,Super Hit,"['Sathish Ninasam', 'Sruthi Hariharan', 'Achyuth Kumar', 'Hardika Shetty', 'Balaji Manohar', 'Poornachandra Mysore', 'Lalipalya Mahadev', 'Narayan Bhat', 'Rishab Shetty', 'Prashanth Siddi']","['Santhosh Narayanan', 'Poornachandra Tejaswi', 'Monish Kumar M. K.']","['Pawan Kumar', 'Rajath Mahesh', 'Prajwal Gowda', 'Nithin Shetty']",['Pawan Kumar'],"['Suresh Kanchusthambham', 'Madhusudan Venkata', 'Manoj Jaganmurthy', 'Sowmya Jaganmurthy', 'Ravi Kashyap', 'Anurag Ramachandra', 'Mahesh Lokhande', 'Biswajith K Setty', 'Mahesh K Manjunatha', 'Lokesh Bangera', 'Babu Srinivasan', 'Ram Nagaraj', 'Manjunatha Hulidurga', 'Deepak Bhat', 'Rutwick Kumar Kashyap']",http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Lucia-(2013)/4e42c2fa-02ca-4616-b295-32bc921f521f,https://en.wikipedia.org/wiki/Lucia_(film)
Myna,kn,['Romance'],22-02-2013,144,NA,65000000,120000000,Average,"['Chethan Kumar', 'Nithya Menen', 'R. Sarathkumar', 'Suman Ranganathan', 'Arun Sagar', 'Tabla Nani', 'Jai Jagadish', 'Sadhu Kokila', 'Bullet Prakash', 'Sumithra', 'Malavika Avinash', 'Ajay', 'Raju Talikote', 'Ravi Varma']",['Jassie Gift'],['Nagashekar'],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Mynaa-(2013)/aa2fd29d-429e-4e04-bbaf-df498ab614c3,"https://www.news18.com/news/india/kannada-movie-myna-to-be-released-on-feb-22-592236.html
https://en.wikipedia.org/wiki/Myna_(film)#:~:text=It%20was%20in%2022%20centers,across%20Karnataka%20for%20100%20days."
Milana,kn,['Romance'],14-09-2007,155,U,50000000,300000000,Average,"['Puneeth Rajkumar', 'Pooja Gandhi', 'Parvathy Thiruvothu', 'Dileep Raj', 'Sumithra', 'Mukhyamantri Chandru', 'Sihi Kahi Chandru', 'Rangayana Raghu', 'Shobaraj', 'Arghya Basu Roy', 'Riyaz Khan']",['Mano Murthy'],['Prakash'],['M. S. Abhishek'],['K. S. Dushyanth'],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Milana-(2007)/f8943560-ba0a-4c3a-89ea-21ce071481c7,https://en.wikipedia.org/wiki/Milana_(film)
Raja Huli,kn,"['Comedy', 'Drama']",01-11-2013,149,UA,60000000,300000000,Super Hit,"['Yash', 'Meghana Raj']",[],[],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Raja-Huli-(2013)/a848dfea-3672-4bb8-8be2-10b9e9c7536e,https://wikivisually.com/wiki/Raja_Huli
Romeo,kn,"['Comedy', 'Drama', 'Romance']",06-07-2012,155,UA,40000000,100000000,Hit,"['Ganesh', 'Bhavana', 'Avinash', 'Rangayana Raghu', 'Sadhu Kokila']",['Arjun Janya'],['P C Shekar'],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Romeo-(2012)/61a8b11e-49bf-496f-b572-a8d955f05713,https://en.wikipedia.org/wiki/Romeo_(2012_film)
Simple Agi Ondh Love Story,kn,"['Comedy', 'Romance']",08-03-2013,130,U,15000000,100000000,Blockbuster,"['Rakshit Shetty', 'Shwetha Srivastav', 'Srinagar Kitty', 'RJ Rachana']",['B. J. Bharath'],['Suni'],['Suni'],"['Hemanth', 'Abhi']",http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Simple-Agi-Ondh-Love-Story-(2013)/3d6a6213-2a79-4d1e-ad9a-e3f6f93a48ac,"https://www.filmibeat.com/kannada/reviews/2013/simple-agond-love-story-review/articlecontent-pf8144-104898.html
https://en.wikipedia.org/wiki/Simple_Agi_Ondh_Love_Story"
Topiwala,kn,"['Action', 'Romance']",15-03-2013,NA,NA,65000000,97000000,Flop,"['Upendra', 'Bhavana']",[],[],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Topiwala-(2013)/38258994-9b4d-4681-b490-e1106c1d718e,https://en.wikipedia.org/wiki/Topiwala
Victory,kn,['Comedy'],23-08-2013,NA,UA,25000000,50000000,Blockbuster,['Sharan'],[],[],[],[],http://cinemasubtitles.com/subtitles/kannada-movie-cinema/Victory-(2013)/d9bb9e8f-fadd-4124-a945-cc7ced45a3b9,"https://www.indiaglitz.com/victory-usa-release-kannada-news-97147
https://en.wikipedia.org/wiki/Victory_(2013_film)"
Om,kn,"['Action', 'Crime', 'Drama', 'Romance']",19-05-1995,150,U,6800000,250000000,Blockbuster,"['Shivaraj Kumar', 'Prema', 'Sadhu Kokila', 'Srishanthi', 'G V Shivanand', 'Upasane Seetharam', 'Honnavalli Krishna']",[],['Upendra'],['Upendra'],[],https://www.opensubtitles.org/en/subtitles/6291479/om-en,"https://www.imdb.com/title/tt3189256/trivia
https://en.wikipedia.org/wiki/Om_(1995_film)#:~:text=The%20film%20was%20made%20on,film%20distributor%20in%20Karnataka%20G."
Mufti,kn,"['Action', 'Drama', 'Thriller']",01-12-2017,152,UA,170000000,218600000,Hit,"['Shivaraj Kumar', 'Prakash Belawadi', 'Sadhu Kokila', 'Chikkanna', 'Sriimurali', 'Shanvi Shrivastava', 'Chaya Singh', 'Vasishta N. Simha']",['Ravi Basrur'],['Narthan'],[],"['Bhoghendra', 'Jayanna']",https://www.opensubtitles.org/en/subtitles/8243858/mufti-en,"https://www.dekhnews.com/entertainment/mufti-box-office-collection/#:~:text=Total%20Box%20Office%20Collection%3A%2021.86,and%20the%20screenplay%20is%20great.
https://www.jackace.in/2017/11/Mufti-Box-Office-Budget-Cast-Hit-Flop-Posters-Release-Story.html"
Mr. Airavata,kn,['Action'],01-10-2015,157,UA,150000000,300000000,Super Hit,"['Urvashi Rautela', 'Darshan Thoogudeepa', 'Prakash Raj', 'Anant Nag', 'Sithara', 'Bullet Prakash', 'Sindhu Lokanath', 'Chikkanna', 'Avinash', 'Sadhu Kokila', 'Mahek Chahal']",['V. Harikrishna'],['A. P. Arjun'],[],['Sandesh Nagaraj'],https://subdl.com/s/subtitle/sd260111/mr-airavata/english,https://www.youtube.com/watch?v=v4v7bYJU2pE
Gultoo,kn,"['Crime', 'Drama']",30-03-2018,128,UA,10000000,50000000,Super Hit,"['Naveen Shankar', 'Sonu Gowda', 'Avinash', 'Rangayana Raghu']",[],['Janardhan Chikkanna'],[],[],https://www.opensubtitles.org/en/subtitles/7613207/gultoo-en,https://www.youtube.com/watch?v=uTm3vic4l78
6-5=2,kn,"['Horror', 'Thriller']",29-11-2013,105,A,3000000,50000000,Super Hit,"['Darshan Apoorva', 'Krishna Prakash', 'Pallavi', 'Tanuja', 'Mruthyunjaya']",[],['K. S. Ashoka'],['K. S. Ashoka'],[],http://www.cinemasubtitles.in/subtitles/kannada-movie-cinema/6-5=2-(Kannada)/1065cdb3-98d7-47b9-9cf2-2bd86af53a73,https://en.wikipedia.org/wiki/6-5%3D2
Katha Sangama,kn,"['Drama', 'Family', 'Thriller']",06-12-2019,156,U,20000000,80000000,Super Hit,"['Kishore', 'Yagna Shetty', 'Prakash Belawadi', 'Hariprriya', 'Rishab Shetty', 'Avinash', 'Pramod Shetty', 'Balaji Manohar']","['Vasuki Vaibhav', 'Nobin Paul', 'Gagan Baderiya', 'Dossmode', 'Agnata', 'Girish Hothur', 'Vasu Dixit']","['Kiranraj K.', 'Shashi Kumar', 'Karan Ananth', 'Chandrajith Belliappa', 'Rahul PK', 'Jamadagni Manoj', 'Jayshankar A']",[],"['Gomtesh Upadhye', 'H. K. Prakash']",https://subimdb.com/subtitles/katha-sangama/english/2121093,https://www.youtube.com/watch?v=uTm3vic4l78
Dia,kn,"['Drama','Romance']",07-02-2020,88,NA,18000000,86500000,Hit,"['Fernanda Castillo', 'Alan Estrada', 'Memo Aponte', 'Carlo Rota', 'Susana Ballesteros', 'Dani Artaud', 'Jewels Jaselle', 'Emma Prat', 'Cristina Milizia']","['Alejandro Romero Godínez', 'Juan Pablo Miramontes Arenas']","['Pancho Rodríguez', 'Carlos Gutiérrez Medrano']","['Pancho Rodríguez', 'Eduardo Ancer', 'Juan J. Medina']",[],http://www.elsubtitle.com/subtitles-download/,https://www.quora.com/How-much-will-the-Kannada-movie-Dia-2020-collect-in-the-box-office
Operation Alamelamma,kn,['Thriller'],21-07-2017,138,U,15000000,100000000,Hit,"['Rishi', 'Shraddha Srinath', 'Rajesh Nataranga']",[],['Suni'],[],[],https://www.opensubtitles.org/en/subtitles/8082281/operation-alamelamma-en,"https://www.thenewsminute.com/article/dhanush-ropes-operation-alamelamma-star-sandalwood-debut-69781#:~:text=Bankrolled%20by%20Amrej%20Suryavanshi%20and,crores%20at%20the%20box%20office."
Vajrakaya,kn,"['Action', 'Drama', 'Family']",12-06-2015,145,UA,140000000,350000000,Hit,"['Shivaraj Kumar', 'Nabha Natesh', 'Shubra Aaiyappa', 'Avinash', 'Ravi Teja', 'Sivakarthikeyan']",['Arjun Janya'],['A. Harsha'],['A. Harsha'],"['C. R. Manohar', 'C R Gopi']",https://subdl.com/s/subtitle/sd44011/vajrakaya/english,https://www.youtube.com/watch?v=DPLIho8BzNI
The Villain,kn,"['Action', 'Thriller']",18-10-2018,176,UA,450000000,1500000000,Average,"['Shivaraj Kumar', 'Sudeep', 'Amy Jackson', 'Mithun Chakraborty', 'Srikanth Meka', 'Saranya Ponvannan', 'Tilak Shekar', 'Sharath Lohitashwa', 'Rachita Ram', 'Shanvi Shrivastava', 'Kuri Prathap', 'Mandya Ramesh', 'Mukul Dev', 'Shraddha Srinath']",['Arjun Janya'],['Prem'],[],['C. R. Manohar'],https://addic7ed.pro/subtitle-download/1296459,https://www.boxofficereport.co/the-villain-movie-box-office-collection-hit-flop/
K.G.F - Chapter 1,kn,"['Action', 'Drama']",21-12-2018,156,UA,800000000,2380000000,Blockbuster,"['Yash', 'Srinidhi Shetty', 'Achyuth Kumar', 'Malavika Avinash', 'Anant Nag', 'Vasishta N. Simha', 'Tamanna Bhatia', 'Mouni Roy', 'Archana Jois', 'Ashok Sharma', 'Ramesh Indira', 'Ramachandra Raju', 'Vinay Bidappa', 'B. S. Avinash', 'Raveena Tandon', 'Dinesh Mangalore', 'John Kokken', 'Sampath Maitreya']","['Tanishk Bagchi', 'Ravi Basrur', 'V G Rajen', 'B R Naveen Kumar', 'Kishore Kumar S']","['S.S. Rajamouli', 'Prashanth Neel', 'B Thimme Gowda', 'Rahul Singh Agnihotri']","['Vinay Shivagange', 'Chandra Mouli M', 'Rashmi Virag']","['Vijay Kiragandur', 'K V Rama Rao', 'Gagan Murthy', 'K S Champakadhama Babu']",https://yifysubtitles.org/subtitles/k-g-f-chapter-1-2018-english-yify-299532,https://www.sacnilk.com/articles/entertainment/box_office/KGF_Chapter_1_Box_Office_Collection_All_Language_India_Overseas_Worldwide?hl=en
Ugramm,kn,"['Action', 'Crime', 'Drama']",21-02-2014,132,A,40000000,420000000,Blockbuster,"['Sriimurali', 'Hariprriya', 'Tilak Shekar', 'Atul Kulkarni', 'Avinash', 'Jai Jagdeesh', 'Padmaja Rao', 'Ugramm Ravi']",['Ravi Basrur'],['Prashanth Neel'],['Prashanth Neel'],[],https://subdl.com/s/subtitle/sd54440/ugramm-english-subtitles,https://www.youtube.com/watch?v=Q2t64BflbhQ&t=22s
Thithi,kn,['Drama'],03-06-2016,123,UA,10000000,50000000,Hit,"['Singri Gowda', 'Channe Gowda', 'Thamme Gowda', 'Abhishek H N', 'Pooja S M']",['Nithin Lukose'],['Raam Reddy'],['Ere Gowda'],"['Pratap Reddy', 'Sumnim Park']",https://addic7ed.pro/subtitles/thithi-2015-english-subtitles-1365453,https://www.youtube.com/watch?v=Q2t64BflbhQ&t=22s
Love Mocktail,kn,"['Drama', 'Romance']",31-01-2020,153,UA,20000000,43000000,Super Hit,"['Darling Krishna', 'Milana Nagaraj', 'Amrutha Iyengar']",['Raghu Dixit'],['Darling Krishna'],[],[],http://www.elsubtitle.com/title/tt10919132/,https://www.sacnilk.com/articles/entertainment/box_office/Love_Mocktail_2020_Box_Office_Collection_Day_Wise_Worldwide?hl=en
Khakii,kn,['Drama'],24-01-2020,114,UA,50000000,27500000,Disaster,[],[],[],[],[],https://www.opensubtitles.org/en/subtitles/8252144/khakii-en,"https://www.imdb.com/title/tt11343634/
https://www.sacnilk.com/articles/entertainment/box_office/Khakii_2020_Box_Office_Collection_Day_Wise_Worldwide?hl=en"
Shivaji Surathkal,kn,['Drama'],21-02-2020,124,UA,40000000,100000000,Flop,"['Ramesh Aravind', 'Radhika Narayan', 'Avinash', 'Ramesh Pandit', 'Rohith Bhanuprakash', 'Raaghu Raamanakoppa', 'Surya Vasishta', 'Aarohi Narayan']",['Judah Sandhy'],['Akash Srivatsa'],[],[],https://www.subtitleplanet.com/movie-subtitles/shivaji-surathkal-english-subtitles/,https://www.sacnilk.com/articles/entertainment/box_office/Shivaji_Surathkal_2020_Box_Office_Collection_Day_Wise_Worldwide?hl=en
Viraat,kn,['Action'],29-01-2016,145,NA,150000000,150000000,Flop,"['Darshan Thoogudeepa', 'Isha Chawla', 'Suhasini Maniratnam', 'Sumalatha', 'P. Ravi Shankar']",[],['H. Vasu'],[],[],http://srt.vooleh.ir/subtitles/viraat/english/1329213,"https://www.ireff.in/entertainment/movie/viraat
https://www.dekhnews.com/viraat-kannada-movie-1st-2nd-3rd-day-box-offic-collection-kamai/"
Anjaniputra,kn,"['Action', 'Romance']",21-12-2017,149,UA,200000000,455000000,Hit,"['Puneeth Rajkumar', 'Rashmika Mandanna', 'Ramya Krishnan', 'P. Ravi Shankar', 'Chikkanna', 'Sadhu Kokila', 'Mukesh Tiwari', 'Akhilendra Mishra', 'Hariprriya']",['Ravi Basrur'],['A. Harsha'],['A. Harsha'],"['M N Kumar', 'B Jayashree Devi']",https://subimdb.com/subtitles/anjaniputra/english/1741809,https://www.imdb.com/list/ls066658673/
Ondu Shikariya Kathe,kn,['Thriller'],06-03-2020,133,UA,20000000,1800000,Flop,"['Pramod Shetty', 'Siri Prahlad', 'Prasad Cherkadi', 'MK Mata', 'Abhimanyu Prajwal', 'Sri Priya']",[],['Sachin Shetty'],[],[],https://opensubtitles.vip/subtitles/ondu-shikariya-kathe-2020-english-subtitles-1559490,https://www.sacnilk.com/entertainmenttopbar/Sandalwood_Box_Office_2020?hl=en
Navarathna,kn,['Action'],14-02-2020,138,UA,2300000,20000000,Disaster,"['Moksha Kushal', 'Sharath Lohitashwa', 'Amith Vishwanath', 'Prathap Raj']",[],['Prathap Raj'],[],[],https://subscene.vip/subtitles/navarathna-2020-english-subtitles-1520554,https://www.sacnilk.com/entertainmenttopbar/Sandalwood_Box_Office_2020?hl=en
Naanu Matthu Gunda,kn,['Drama'],24-01-2020,139,UA,30000000,46000000,Hit,"['Samyukta Hornad', 'Govinde Gowda', 'Rockline Sudhakar']",[],['Srinivas Thimmaiah'],[],[],https://www.opensubtitles.org/en/subtitles/8337795/naanu-matthu-gunda-en,https://www.sacnilk.com/entertainmenttopbar/Sandalwood_Box_Office_2020?hl=en
Bharaate,kn,"['Action', 'Drama']",18-10-2019,166,UA,80000000,120000000,Hit,"['Sree Leela', 'Sriimurali', 'P. Ravi Shankar', 'Sadhu Kokila', 'Sai Kumar', 'Suman Talwar', 'Rachita Ram']",[],['Chethan Kumar'],['Chethan Kumar'],[],https://subimdb.com/subtitles/bharaate/english/2103184,"https://socialtelecast.com/bharaate-box-office-collection/#:~:text=The%20film%20was%20released%20in,plan%20of%20around%208%20crores.
https://en.wikipedia.org/wiki/Bharaate#:~:text=Sree%20Leela%20was%20cast%20as,had%20grossed%20120%20million%20rupees."
99,kn,['Drama'],01-05-2019,144,U,10000000,80000000,Hit,"['Bhavana', 'Ganesh']","['Sonu Nigam', 'Vijay Prakash', 'Arjun Janya', 'Armaan Malik', 'Shreya Ghoshal', 'Sanjith Hegde', 'Palak Muchhal']",['Preetham Gubbi'],"['Preetham Gubbi', 'Kaviraj']",[],https://yifysubtitles.me/movie/99-2019,https://en.wikipedia.org/wiki/99_(2019_film)
Gimmick,kn,['Horror'],15-08-2019,153,NA,20000000,50000000,Average,"['Ganesh', 'Ronica Singh', 'Ravishanker Gowda', 'Shobaraj', 'Mandya Ramesh', 'Chi. Guru Dutt']",['Arjun Janya'],['Naganna'],[],[],https://english-subtitles.org/138388/download/gimmick.html,https://en.wikipedia.org/wiki/Gimmick_(film)
Tagaru,kn,"['Action', 'Crime']",23-02-2018,129,A,100000000,395000000,Blockbuster,"['Shivaraj Kumar', 'Bhavana', 'Manvitha Harish', 'Dhananjay', 'Vasishta N. Simha', 'Poornachandra Mysore', 'M.N. Lakshmi Devi']","['Charan Raj', 'Anthony Daasan', 'Aniruddha Sastry', 'Nikhil Partha']",['Duniya Suri'],[],['K P Srikanth'],https://subdl.com/s/subtitle/sd69871/tagaru-kannada,https://theclashofnews.com/kannada-box-office-collection-report/
Mr. and Mrs. Ramachari ,kn,"['Action', 'Drama', 'Romance']",25-12-2014,156,U,30000000,520000000,Blockbuster,"['Yash', 'Radhika Pandit', 'Achyuth Kumar', 'Srinath', 'Malavika Avinash', 'Ashok Raj']",[],[],['Santhosh Ananddram'],[],https://subdl.com/s/subtitle/sd17502/mr-and-mrs-ramachari/english,https://bestoftheyear.in/movie/mr-and-mrs-ramchari/
Jaguar,kn,['Action'],06-10-2016,153,UA,350000000,200000000,Flop,"['Nikhil Gowda', 'Jagapati Babu', 'Deepti Sati', 'Rao Ramesh', 'Brahmanandam', 'Aadarsh Balakrishna', 'Ramya Krishnan', 'Sampath Raj', 'Adithya Menon', 'Vidyullekha Raman', 'Avinash', 'Raghu Babu', 'Supreet', 'Kavita Radheshyam', 'Tamanna Bhatia']",['Gita Gurappa'],"['Mahadev', 'Ammineni Madhava Sai']",['Vijayendra Prasad'],"['Anitha Kumaraswamy', 'HD Kumaraswamy']",https://subdl.com/s/subtitle/sd55802/jaguar/english,"https://en.wikipedia.org/wiki/Jaguar_(2016_film)
https://newsable.asianetnews.com/entertainment/12-shocking-truths-about-jaguar-hdk-says-i-compromised"
