name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Shylock,ma,"['Action','Thriller','Drama']",23-01-2020,122,UA,120000000,600000000,Blockbuster,"['Mammootty', 'Rajkiran', 'Meena', 'Hareesh Perumanna', 'Kalabhavan Shajon', 'Baiju Santhosh', 'Siddique', 'John Vijay', 'Arjun Nandhakumar', 'Arthana Binu']","['Gopi Sundar', 'Ajith Abraham George', 'Divya S. Menon', 'AB Jubin', 'Nikhil Sebastian']","['Ajai Vasudev', 'Jomi John', 'Kudamaloor Rajaji', 'Manesh Balakrishnan', 'Sujai S Kumar', 'Unaise S']","['B. K. Harinarayanan', 'Aneesh Hameed', 'Viveka', 'Bibin Mohan']","['Joby George Thadathil', 'Satheesh Kavilkotta']",subtitles/Shylock/Shylock.srt,
Trance,ma,"['Drama','Thriller']",20-02-2020,170,UA,350000000,135000000,Flop,"['Fahadh Faasil', 'Nazriya Nazim', 'Dileesh Pothan', 'Sreenath Bhasi', 'Soubin Shahir', 'Chemban Vinod Jose', 'Vinayakan', 'Jinu Joseph', 'Srindaa', 'Aswathi Menon', 'Arjun Ashokan', 'Dharmajan Bolgatty', 'Arushi Mudgal', 'Unnimaya Prasad', 'Joju George']","['Rex Vijayan', 'Resul Pookutty', 'Sneha Khanwalkar', 'Neha Nair', 'Sushin Shyam', 'Blaaze', 'Varun Sunil', 'Divya S. Menon', 'Jackson Vijayan']","['Amal Neerad', 'Anwar Rasheed', 'Suku Damodar', 'Len Prasad']","['Vinayak Sasikumar', 'Vincent Vadakkan', 'Kamal Karthik']",['A R Ansar'],subtitles/Trance/Trance.srt,
Varane Avashyamund,ma,"['Comedy','Drama','Romance']",07-02-2020,145,U,70000000,312000000,Super Hit,"['Suresh Gopi', 'Shobana', 'Dulquer Salmaan', 'Kalyani Priyadarshan', 'Urvashi', 'KPAC Lalitha', 'Lalu Alex', 'Sarvajith Santosh Sivan', 'Major Ravi', 'Siju Wilson', 'Rahul Rajasekharan', 'Meera Krishnan', 'Wafa Khadeeja Rahman', 'Sreeja Ravi']","['Alphons Joseph', 'Toby Record']",['Anoop Sathyan'],['Anoop Sathyan'],[],subtitles/Varane Avashyamund/Varane Avashyamund.srt,
Helen,ma,"['Drama','Thriller']",15-11-2019,117,U,25000000,52000000,Above Average,"['Anna Ben', 'Lal', 'Aju Varghese', 'Rony David Raj', 'Binu Pappu', 'Trissur Elsy', 'Adinad Sasi']","['Shaan Rahman', 'Vineeth Sreenivasan', 'Hari Haran', 'Sachin Sudhakaran', 'K C Sidharthan', 'Ramesh Vijayan']","['Mathukutty Xavier', 'Anil Abraham']",['Alfred Kurian Joseph'],"['Noble Babu Thomas', 'Harris Desom', 'Bonny Mary Mathew']",subtitles/Helen/Helen.srt,
Kumbalangi Nights,ma,"['Comedy','Drama','Romance']",07-02-2019,135,U,65000000,390000000,Super Hit,"['Shane Nigam', 'Soubin Shahir', 'Fahadh Faasil', 'Sreenath Bhasi', 'Mathew Thomas', 'Ramesh Thilak', 'Anna Ben', 'Grace Antony', 'Sheela Rajkumar', 'Jasmine Mètivier', 'Riya Saira', 'Ambika Rao', 'Sooraj Pops', 'Baiju Johnson', 'Ajith Moorkooth', 'Dileesh Pothan', 'Ansal Palluruthy']","['Tapas Nayak', 'Sushin Shyam', 'Jayadevan Chakkadath', 'Sooraj Santhosh', 'Sithara Krishnakumar']",['Madhu C. Narayanan'],"['Shyam Pushkaran', 'Anwar Ali', 'Vinayak Sasikumar', 'Nezer Ahemed', 'Devadath Shaji']",[],subtitles/Kumbalangi Nights/Kumbalangi Nights.srt,
Anjaam Pathiraa,ma,"['Crime','Thriller','Mystery']",10-01-2020,144,UA,70000000,500000000,Blockbuster,"['Kunchacko Boban', 'Sreenath Bhasi', 'Unnimaya Prasad', 'Sharaf U Dheen', 'Jinu Joseph', 'Divya Gopinath', 'Remya Nambeesan', 'Indrans', 'Harikrishnan', 'Abhiram Radhakrishnan', 'Assim Jamal', 'Jaffer Idukki', 'Shaju Sreedhar', 'Amina Nijam', 'Sudheesh', 'Jaise Jose', 'Sadiq', 'Mathew Thomas', 'Nandana Varma', 'Sudheer Sufi', 'Arjun Nandhakumar', 'Arun', 'Majeed Edavanakad', 'Zhinz Shan', 'Rajan Pootharakkal', 'Santhosh Laxman', 'Nazreen Nazar', 'Gilu Joseph', 'Siyona', 'Nikhila Vimal']","['Vishnu Govind', 'Sree Sankar', 'Sushin Shyam']","['Midhun Manuel Thomas', 'Rahul . R Sharma', 'Sujin Sujathan']",['Midhun Manuel Thomas'],"['Asiq Usman', 'Sudharman']",subtitles/Anjaam Pathiraa/Anjaam Pathiraa.srt,
Moothon,ma,"['Drama','Action','Crime','Romance','Thriller']",08-11-2019,110,UA,200000000,150000000,Flop,"['Nivin Pauly', 'Sanjana Dipu', 'Dileesh Pothan', 'Roshan Mathew', 'Shashank Arora', 'Sujith Sankar', 'Sobhita Dhulipala', 'Harish Khanna', 'Melissa Raju Thomas', 'Vipin Sharma']","['Santosh Verma', 'Sagar Desai', 'Prapul Betapudi', 'Kunal Sharma', 'Abhinav Agnihotri', 'Dhruv Parekh']","['Anurag Kashyap', 'Geethu Mohandas', 'Pritesh Shanbhag', 'Rohit Sharma', 'Ksipra Jain', 'Siddhant Chavan']",['Sreeja Sreedharan'],"['Alan McAlex', 'Ajay Rai', 'Ranjit Gugle', 'Nishith Dadhich', 'S Vinodkumar', 'Rakesh Bhagwani', 'Tushar Radhakisan Tupe', 'Vinay G Rai', 'Nirmal Mishra', 'Sunny Dagar', 'Sanjeet Kumar']",subtitles/Moothon/Moothon.srt,
Madhura Raja,ma,"['Action','Comedy','Drama']",12-04-2019,147,UA,300000000,1000000000,Blockbuster,"['Mammootty', 'Jai Sampath', 'Siddique', 'Vijayaraghavan', 'Nedumudi Venu', 'Salim Kumar', 'Suraj Venjaramoodu', 'Kalabhavan Shajon', 'Charan Raj', 'Anna Reshma Rajan', 'Anusree Nair', 'Shamna Kasim', 'Jagapati Babu', 'Mahima Nambiar', 'Ashish Vidhyarthi', 'Atul Kulkarni', 'Ramesh Pisharody', 'Dharmajan Bolgatty', 'Bala', 'Aju Varghese', 'Bijukuttan', 'Manikuttan', 'Vinaya Prasad', 'Sunny Leone']","['Gopi Sundar', 'Sithara Krishnakumar', 'Anwar Sadath']",['Vysakh'],"['Uday Krishna', 'B. K. Harinarayanan', 'Murukan Kattakada', 'Dev Habibullah']",['Nelson Ipe'],subtitles/Madhura Raja/Madhura Raja.srt,
Nine,ma,"['Sci-Fi','Horror','Fantasy']",07-02-2019,148,U,30000000,78800000,Hit,"['Jo Martin', ""T'Nia Miller"", 'Mary Nyambura', 'Malcolm Atobrah', 'Elizabeth Brace', 'Deborah Colphon', 'Paulette Harris-German', 'Premila Puri', 'Mark Redguard', 'Rizwan Shebani', 'Shante Stephenson', 'Trevor A. Toussaint']",['Arhynn Descy'],['Veronica McKenzie'],['Veronica McKenzie'],"['Bunshri Chandaria', 'Lorna Holder', 'Premila Puri']",subtitles/Nine/Nine.srt,
Unda,ma,"['Action','Comedy','Thriller']",14-06-2019,130,U,120000000,268000000,Super Hit,"['Mammootty', 'Shine Tom Chacko', 'Lukman Lukku', 'Bhagwan Tiwari', 'Rony David Raj', 'Arjun Ashokan', 'Jacob Gregory', 'Gokulan', 'Abhiram Poduval', 'Omkar Das Manikpuri', 'Chien Ho Liao', 'Easwari Rao', 'Kalabhavan Shajon', 'Dileesh Pothan', 'Vinay Forrt', 'Asif Ali', 'Sudhi Koppa', 'Ahamed Shaheen', 'Dhaneesh Balan']","['Prashant Pillai', 'Vishnu Govind', 'Prapul Betapudi']",['Khalid Rahman'],['Harshad'],"['Krishnan Sethukumar', 'Ashik Padinjattil']",subtitles/Unda/Unda.srt,
Virus,ma,"['Thriller','Drama']",07-06-2019,152,U,50000000,150000000,Super Hit,"['Kunchacko Boban', 'Parvathy Thiruvothu', 'Tovino Thomas', 'Sreenath Bhasi', 'Revathi', 'Rima Kallingal', 'Joju George', 'Asif Ali', 'Indrajith Sukumaran', 'Soubin Shahir', 'Poornima Indrajith', 'Shebin Benson', 'Remya Nambeesan', 'Dileesh Pothan', 'Rajamani', 'Rahman', 'Indrans', 'Madonna Sebastian', 'Jinu Joseph', 'Binu Pappu', 'Basil Joseph', 'Darshana Rajendran', 'Sajitha Madathil', 'Unnimaya Prasad', 'Sharaf U Dheen', 'Savithri Sreedharan', 'Leona Lishoy', 'Sudheesh', 'Lukman Lukku', 'Ann Saleem', 'Vettukili Prakash', 'Sreedevi Unni', 'Zeenath', 'Jolly Chirayath', 'Ambika Rao', 'Divya Gopinath', 'Kottayam Ramesh', 'Sarasa Balussery', 'Nilambur Ayisha', 'Shani Prabhakaran', 'Abhilash Mohan']","['Sushin Shyam', 'Pramod Thomas', 'Ajayan Adat']",['Aashiq Abu'],"['Muhsin Parari', 'Suhas', 'Sharfuddeen']","['Abid Abu', 'Wazim Hyder']",subtitles/Virus/Virus.srt,
Driving Licence,ma,"['Comedy','Drama','Thriller']",20-12-2019,135,U,45000000,384500000,Super Hit,"['Prithviraj Sukumaran', 'Suraj Venjaramoodu', 'Mia George', 'Deepti Sati', 'Adish Praveen', 'Saiju Kurup', 'Nandhu', 'Suresh Krishna', 'Lalu Alex', 'Shivaji Guruvayoor', 'Major Ravi', 'Salim Kumar', 'Vijayakumar', 'Arun', 'Aneesh G Menon', 'Kalabhavan Navas', 'Sohan Seenulal', 'Boban Alummoodan', 'Kalabhavan Haneef', 'Innocent', 'Vijayaraghavan', 'Idavela Babu', 'Mafia Sasi']",['Sushin Shyam'],['Lal Jr.'],['Sachy'],"['Listin Stephen', 'Supriya Menon']",subtitles/Driving Licence/Driving Licence.srt,
Mikhael,ma,"['Action','Thriller']",18-01-2019,150,UA,70000000,150000000,Hit,"['Nivin Pauly', 'Unni Mukundan', 'Siddique', 'Navani Devanand', 'J. D. Chakravarthi', 'Suraj Venjaramoodu', 'Shanthi Krishna', 'Manjima Mohan', 'Jayaprakash', 'Sudev Nair', 'Kalabhavan Shajon', 'KPAC Lalitha', 'Amal Shah', 'Babu Antony', 'Ashokan', 'Baiju Santhosh', 'Kishore', 'Reba Monica John', 'Anjali Aneesh Upasana', 'Vishnu Premkumar', 'Balaji Sarma', 'Sijoy Varghese', 'Govind Krishna']","['Gopi Sundar', 'Ajith Abraham George', 'Dhanush Nayanar', 'Rabeesh B R']","['Haneef Adeni', 'Sajimon Prabhakar']","['Mahesh Narayanan', 'Haneef Adeni', 'B. K. Harinarayanan']",['Anto Joseph'],subtitles/Mikhael/Mikhael.srt,
Uyare,ma,['Drama'],26-04-2019,125,U,60000000,240000000,Super Hit,"['Parvathy Thiruvothu', 'Asif Ali', 'Tovino Thomas', 'Siddique', 'Anarkali Marikar', 'Samyuktha Menon', 'Prathap Pothan', 'Prem Prakash', 'Rajani Murali', 'Bhagath Manuel', 'Preetha Pradeep', 'Sreeram Ramachandran', 'Mathew Arun', 'Baiju V K', 'Kay Kay Menon', 'Ajay Mathew', 'Irshad Ali', 'Anil Murali']",['Gopi Sundar'],"['Manu Ashokan', 'Ratheena']","['Sanjay', 'Bobby', 'Mahesh Narayanan']",[],subtitles/Uyare/Uyare.srt,
Jack & Daniel,ma,"['Action','Thriller']",15-11-2019,160,U,120000000,23200000,Flop,"['Olivia DeJonge', 'Alex Neustaedter', 'William Fichtner', 'Annabelle Dexter-Jones', 'Anna Baryshnikov', 'David H. Holmes', 'Nicholas Gorham', 'Emma Kikue', 'Eric T. Miller', 'Chelsea Sheets']",['Zach Robinson'],['Sarah Lancaster'],"['Sarah Lancaster', 'Kelly Braffet']",[],subtitles/Jack & Daniel/Jack & Daniel.srt,
Kodathi Samaksham Balan Vakeel,ma,"['Comedy','Mystery','Thriller','Crime']",21-02-2019,156,U,80000000,220000000,Super Hit,"['Dileep', 'Mamta Mohandas', 'Priya Anand', 'Lena', 'Suraj Venjaramoodu', 'Renji Panicker', 'Siddique', 'Aju Varghese', 'Dinesh Panicker', 'Harish Uthaman', 'Pradeep Kottayam', 'Ganesh Kumar', 'Bindu Panicker', 'Bheeman Raghu', 'Sajid Yahiya', 'Neha Iyer', 'Saiju Kurup']","['Rahul Raj', 'Gopi Sundar']",['B. Unnikrishnan'],['B. Unnikrishnan'],[],subtitles/Kodathi Samaksham Balan Vakkeel/Kodathi Samaksham Balan Vakkeel.srt,
Athiran,ma,"['Thriller','Mystery']",12-04-2019,136,U,25000000,59500000,Average,"['Fahadh Faasil', 'Sai Pallavi', 'Atul Kulkarni', 'Lena', 'Renji Panicker', 'Shanthi Krishna', 'Surabhi Lakshmi', 'Nandhu', 'Sudev Nair', 'P Balachandran', 'Baiju V K', 'Jayaprakash Kuloor', 'Leona Lishoy', 'Vijay Menon', 'Prakash Raj', 'Ilhan Layiq']","['M. Ghibran', 'P. S. Jayhari']",['Vivek'],"['P. F. Mathews', 'Siby Jose Chalissery', 'Engandiyoor Chandrasekharan', 'Vinayak Sasikumar']",[],subtitles/Athiran/Athiran.srt,
Thanneer Mathan Dinangal,ma,"['Comedy','Romance']",26-07-2019,137,U,26000000,546000000,Super Hit,"['Mathew Thomas', 'Anaswara Rajan', 'Sajin Cherukayil', 'Irshad Ali', 'Nisha Sarangh', 'Kichu Tellus']","['Sankaran', 'K C Sidharthan', 'Justin Varghese', 'Mohammad Ali Suhail']",['Girish A D'],"['Girish A D', 'Dinoy Poulose']",['Shebin Backer'],subtitles/Thanneer Mathan Dinangal/Thanneer Mathan Dinangal.srt,
Happy Sardar,ma,"['Romance','Comedy']",28-11-2019,153,U,120000000,9500000,Flop,"['Kalidas Jayaram', 'Siddique', 'Javed Jaffrey', 'Sreenath Bhasi', 'Sharaf U Dheen', 'Balu Varghese', 'Merin Philip', 'Siddhi Mahajankatti', 'Anoop Chandran', 'Sajan Palluruthy', 'Maala Parvathi', 'Praveena', 'V. T. Vijilesh', 'Zinil Zainuddin', 'Sebooty', 'Baiju Santhosh']",['Gopi Sundar'],"['Geethika Sudip', 'Sudip Joshy']",['Sudip Joshy'],[],subtitles/Happy Sardar/Happy Sardar.srt,
Oru Adaar Love,ma,"['Romance','Comedy']",14-02-2019,145,UA,50000000,120000000,Hit,"['Noorin Shereef', 'Roshan Abdul Rahoof', 'Priya Prakash Varrier', 'Dilrupa Aswad Alqamar', 'Siyadh Shajahan', 'Roshna Ann Roy', 'Arun Kumar', 'Michelle Ann Daniel', 'Aneesh G Menon', 'Pradeep Kottayam', 'Yami Sona', 'Salim Kumar', 'Siddique', 'Hareesh Perumanna', 'Sreejith Ravi', 'Shivaji Guruvayoor', 'Althaf Salim', 'Mathew Joseph', 'Anjali Aneesh Upasana']","['Shaan Rahman', 'Vineeth Sreenivasan', 'Hari Haran', 'Sachin Sudhakaran', 'Balakesavan Shanmugam', 'Sarathkumar Mariappan', 'Sachin Warrier', 'Hesham Abdul Wahab', 'K C Sidharthan', 'Sooraj Santhosh', 'Haricharan', 'Neethu Naduvathettu', 'Sruthy Sivadas', 'Jeenu Nazeer']","['Omar Lulu', 'Swapnesh K Nair', 'Ubpaini Yoosaf', 'Abhijeet Mazumder']","['Omar Lulu', 'B. K. Harinarayanan', 'Sarang Jayaprakash', 'Lijo Panada', 'P. M. A. Jabbar', 'Sathyajith']","['Ousepachan Vaalakuzhy', 'Vishakh P V']",subtitles/Oru Adaar Love/Oru Adaar Love.srt,
Irupathiyonnaam Noottaandu,ma,"['Action','Romance','Adventure','Drama','Thriller']",25-01-2019,163,U,60000000,26500000,Disaster,"['Pranav Mohanlal', 'Sreedhanya Thekkedath', 'Abhishek Raveendran', 'Bijukuttan', 'Dharmajan Bolgatty', 'Gokul Suresh', 'Harish Raj', 'Innocent', 'Shaju K.S.', 'Kalabhavan Shajon', 'Maala Parvathi', 'Manoj K Jayan', 'Siddique', 'Vinod Kedamangalam', 'Megha Thomas', 'Nelson Sooranadu', 'Tini Tom', 'Rachel David', 'Raveena Ravi']","['Gopi Sundar', 'Renganaath Ravee', 'Niranj Suresh', 'Kavya Ajith']",['Arun Gopy'],['B. K. Harinarayanan'],"['Tomichan Mulakuppadam', 'Noble Jacob', 'Rosakutty Antony', 'Shihab Vennala']",subtitles/Irupathiyonnaam Noottaandu/Irupathiyonnaam Noottaandu.srt,
Luca,ma,"['Drama','Mystery','Romance']",28-06-2019,151,UA,70000000,200000000,Super Hit,"['Tovino Thomas', 'Ahaana Krishna', 'Thalaivasal Vijay', 'Pauly Valsan', 'Chembil Ashokan', 'Rajesh Sharma', 'Vinitha Koshy', 'Jaffer Idukki', 'Shalu Rahim']","['Shabareesh Varma', 'Sooraj S. Kurup', 'Sony Thomas', 'Prasanth P Menon']",['Arun Bose'],"['Arun Bose', 'Mridul George']","['Linto Thomas', 'Prince Hussain', 'Sneha Nair', 'Celish Davis', 'Jinson Devassy', 'Gokulnath G', 'Junaid K J']",subtitles/Luca/Luca.srt,
Ishq,ma,"['Romance','Thriller','Drama']",17-05-2019,134,UA,35000000,45000000,Average,"['Shane Nigam', 'Ann Sheetal', 'Shine Tom Chacko', 'Maala Parvathi', 'Jaffer Idukki', 'Leona Lishoy', 'Kainakary Thankaraj', 'Swasika']","['Jakes Bejoy', 'Vishnu Govind', 'Sree Sankar']",['Anuraj Manohar'],['Ratheesh Ravi'],"['A.V. Anoop', 'Mukesh R. Mehta', 'C. V. Sarathi', 'Anooten Varghese', 'K K Premlal']",subtitles/Ishq/Ishq.srt,
Pattabhiraman,ma,['Drama'],23-08-2019,139,U,35000000,38500000,Flop,"['Jayaram', 'Mia George', 'Madhuri Braganza', 'Baiju Santhosh', 'Hareesh Perumanna', 'Dharmajan Bolgatty', 'Jayaprakash', 'Saikumar', 'Sheelu Abraham', 'Anumol', 'Devan', 'Nandu Poduval']","['M. Jayachandran', 'Saanand George Grace']",['Kannan Thamarakkulam'],['Dinesh Pallath'],['Abraham Mathew'],subtitles/Pattabhiraman/Pattabhiraman.srt,
Vijay Superum Pournamiyum,ma,"['Comedy','Drama']",11-01-2019,135,U,50000000,300000000,Super Hit,"['Asif Ali', 'Aishwarya Lekshmi', 'Siddique', 'Renji Panicker', 'Balu Varghese', 'Devan', 'Joseph Annamkutty Jose', 'KPAC Lalitha', 'Shanthi Krishna', 'Darshana Rajendran', 'Aju Varghese', 'Aileena Catherin Amon', 'Anish Kuruvilla', 'Austin Dan', 'Maya Menon', 'Sathi Premji', 'Shaheen Siddique', 'Viviya Santh', 'Anjali Aneesh Upasana', 'Punnaseri Kanchana', 'Shashikala Nedungadi', 'Rajesh Sharma', 'Harisanth Sharan', 'Gayathri Varsha']","['Ajith Abraham George', 'Prince George', '4 Musics']",['Jis Joy'],['Jis Joy'],"['A K Sunil', 'Essa K Esthappan']",subtitles/Vijay Superum Pournamiyum/Vijay Superum Pournamiyum.srt,
Kettyolaanu Ente Malakha,ma,"['Drama','Comedy']",22-11-2019,135,U,30000000,250000000,Super Hit,"['Asif Ali', 'Veena Nandhakumar', 'Basil Joseph', 'Jaffer Idukki', 'Rony David Raj', 'Raveendran', 'Maala Parvathi']",[],['Nissam Basheer'],['Aji Peter Thankam'],"['Justin Stephen', 'Wichu Balamurali', 'Naveen P Thomas']",subtitles/Kettyolaanu Ente Malakha/Kettyolaanu Ente Malakha.srt,
Koode,ma,"['Drama','Fantasy']",14-07-2018,155,U,80000000,250000000,Super Hit,"['Prithviraj Sukumaran', 'Nazriya Nazim', 'Parvathy Thiruvothu', 'Maala Parvathi', 'Roshan Mathew', 'Atul Kulkarni', 'Pauly Valsan', 'Nilambur Ayisha', 'C R Rajan', 'Santhosh Keezhattoor', 'Sivakumar Sopanam', 'Devan', 'Sajitha Madathil', 'Basil Paulose', 'Hakkim Shah', 'Darshana Rajendran', 'Siddharth Menon', 'Bhadra Sandeep', 'Mithuna Rajan', 'Prajwal Prasad', 'Shambu Menon', 'Arun Sunny', 'Zubin N']","['M. Jayachandran', 'Raghu Dixit', 'Justin Jose', 'Nakul Abhyankar', 'Ajayan Adat', 'Boylon Fonseca']","['Anjali Menon', 'Gautam Narayan', 'Sudarshan Narayanan', 'Rajesh T. Divakaran', 'Jeevaj Raveendran', 'Sankar Gangadharan', 'Arvind Venugopal']","['Anjali Menon', 'Sachin Kundalkar', 'Rafeeq Ahammed', 'Shruthi Namboodiri']","['M. Renjith', 'Agnivesh Ranjith', 'Leophil Collins', 'A. T. Lawrence', 'Kamalakshan', 'L. Kamlesh Sampathkumar', 'Reegan Joshua Thomas', 'Kiran Nettayam', 'Arvind Ashok Kumar']",subtitles/Koode/Koode.srt,
