name,language,genre,release_date,runtime,cbfc_rating,budget,box_office_collection_worldwide,verdict,actors,music,director,writer,producer,subtitle_path,data_path
Adavi Ramudu,te,"['Action', 'Romance']",21-05-2004,152,UA,60000000,50000000,Flop,"['Prabhas', 'Aarthi Agarwal', 'Brahmanandam', 'Venu Madhav', 'Ramya Krishnan', 'Nassar', 'Rajiv Kanakala']",['Mani Sharma'],['B. Gopal'],"['B. Gopal', 'Paruchuri Brothers']",[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Adavi-Ramudu-(2004)/0d7b4747-e793-426c-827d-b0048f1693d0,http://secoswinds.com/wp-content/uploads/2015/knights-of-wnuuke/prabhas-adavi-ramudu-release-date-34c971
Anand,te,"['Comedy', 'Drama', 'Romance']",15-10-2004,180,U,15000000,52500000,Blockbuster,"['Raja', 'Kamalinee Mukherjee', 'Anish Kuruvilla', 'Satya Krishnan']",[],['Sekhar Kammula'],['Sekhar Kammula'],[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Anand-(2004)/4a85bcd4-dbd2-4f8b-b0e4-3770e86589bb,"https://en.wikipedia.org/wiki/Anand_(2004_film)
http://www.idlebrain.com/news/2000march20/anand-jackpot.html"
Bahubali 2 The Conclusion,te,"['Action', 'Drama']",28-04-2017,167,UA,2500000000,17880600000,Blockbuster,"['Prabhas', 'Rana Daggubati', 'Sathyaraj', 'Anushka Shetty', 'Nassar', 'Ramya Krishnan', 'Subbaraju', 'Tamanna Bhatia', 'Prudhviraj', 'Rohini', 'Ashrita Vemuganti', 'Tanikella Bharani', 'Bharani Shankar', 'Kalpalatha']",['M.M. Keeravaani'],"['S.S. Rajamouli', 'K Raghavendra Rao', 'Ashwin Gangaraju', 'Shiva Kumar BVR']","['Vijayendra Prasad', 'Rahul Koda', 'Manoj Muntashir']","['Prasad Devineni', 'Shobu Yarlagadda', 'Iliya Sotirov', 'Sri Valli M M']",http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Baahubali-2-The-Conclusion/54e46a69-79d6-4fdd-8739-220adbb98c82,https://www.sacnilk.com/articles/entertainment/box_office/Baahubali_2_Box_Office_Collection_All_Language_Worldwide?hl=en
Businessman,te,"['Action', 'Crime']",13-01-2012,133,A,400000000,670000000,Hit,"['Mahesh Babu', 'Kajal Agarwal', 'Prakash Raj', 'Ayesha Shiva', 'Sayaji Shinde', 'Nassar', 'Brahmaji', 'Dharmavarupu Subramanyam', 'Bharath Reddy', 'Subbaraju', 'Rajeev Mehta', 'Raza Murad', 'Khan Jahangir Khan', 'Akash Puri Jagannadh', 'Bandla Ganesh']",['S. Thaman'],['Puri Jagannath'],['Puri Jagannath'],[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Business-Man-(2012)/830ae9f3-b02a-44c8-b1b1-3fee8d4fc933,https://bestoftheyear.in/movie/business-man/
Bindaas,te,"['Action', 'Drama', 'Family']",05-02-2010,143,UA,30000000,80000000,Hit,"['Manchu Manoj', 'Sheena Shahabadi']",[],['Veeru Potla'],['Veeru Potla'],[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Bindaas-(2010)/85a2f81f-09a8-47f8-9f7a-ff2145cd14a1,https://en.wikipedia.org/wiki/Bindaas_(2010_film)
Chatrapathi,te,"['Action', 'Drama']",30-09-2005,158,UA,80000000,220000000,Super Hit,"['Prabhas', 'Shriya Saran', 'Bhanupriya', 'Mumaith Khan', 'Aarthi Agarwal', 'Ajay', 'Kota Srinivasa Rao', 'Kamal Kamaraju']",['M.M. Keeravaani'],['S.S. Rajamouli'],['Vijayendra Prasad'],['B. V. S. N. Prasad'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Chatrapathi-[2005]/c08b0669-b0ff-4664-9123-30a4d2387aa1,https://en.wikipedia.org/wiki/Chatrapathi_(2005_film)
Drushyam,te,"['Crime', 'Drama', 'Thriller']",11-07-2014,150,U,60000000,400000000,Hit,"['Venkatesh', 'Meena', 'Nadhiya', 'Esther Anil', 'Saptagiri', 'Ravi Kale', 'Naresh', 'Venkateswara Rao Paruchuri', 'Roshan Basheer', 'Kruthika Jayakumar', 'Chaitanya Krishna', 'Chalapathi Rao', 'Chitram Seenu', 'Uttej', 'Annapoorna', 'Sameer Hasan']",['Sharreth'],"['Sripriya', 'Jeethu Joseph']",['Paruchuri Brothers'],"['Daggubati Suresh Babu', 'Rajkumar Sethupathy']",http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Drushyam-(2014)/b8d7f8c4-1766-407e-a346-f98f677fa860,https://en.wikipedia.org/wiki/Drushyam
Dhada,te,"['Action', 'Comedy']",11-08-2011,147,UA,300000000,25000000,Flop,"['Naga Chaitanya Akkineni', 'Kajal Agarwal', 'Manel Soler', 'Srikanth', 'Sameksha Singh', 'Eijaz Khan', 'Rahul Dev', 'Mukesh Rishi', 'Junaid Sheikh', 'Aruna Shields', 'Tanikella Bharani', 'Satya Krishnan']",['Devi Sri Prasad'],['Ajay Bhuyan'],"['Abburi Ravi', 'Ajay Bhuyan', 'Shiv Singh']","['Siva Prasad Reddy', 'Chandan Reddy DV']",http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Dhada(2011)/6cda4394-c0ce-46e8-81e8-bbe53a1293b1,https://en.wikipedia.org/wiki/Dhada
Darling,te,"['Comedy', 'Drama', 'Romance']",23-04-2010,151,UA,210000000,250000000,Hit,"['Prabhas', 'Kajal Agarwal', 'Shraddha Das', 'Prabhu Ganesan', 'Mukesh Rishi', 'M. S. Narayana', 'Charandeep', 'Chandramohan', 'Tulasi', 'Ahuti Prasad', 'Dharmavarupu Subramanyam', 'Vamsi Krishna', 'Prabhas Sreenu']",['G. V. Prakash Kumar'],['A. Karunakaran'],['Darling Swamy'],[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Darling-(2010)/8a20095e-9922-428b-854b-df6a9ecbe753,http://celebritykick.com/telugu-actor/prabhas-best-movies
Desamuduru,te,"['Action', 'Drama']",12-01-2007,148,UA,100000000,290000000,Hit,"['Allu Arjun', 'Hansika Motwani', 'Pradeep Ram Singh Rawat', 'Ali', 'Ajay', 'Chandramohan', 'Devan', 'Telangana Sakuntala', 'Subbaraju', 'Ahuti Prasad', 'G. V. Sudhakar Naidu', 'Kovai Sarala', 'Raghu Babu', 'Gundu Sudarshan', 'Srinivasa Reddy', 'Satyam Rajesh', 'Jeeva', 'Hema', 'Uttej', 'Narsing Yadav', 'Venu Madhav', 'Shankar Melkote', 'Saptagiri', 'Rambha']",['Chakri'],['Puri Jagannath'],[],['DVV Danayya'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/DesaMuduru-(2007)/973abddb-e098-4ee3-98fa-ae73235f999c,https://thealluarjun.blogspot.com/p/box-office-list.html
Ek Niranjan,te,['Action'],29-10-2009,150,A,210000000,260000000,Below Average,"['Prabhas', 'Kangana Ranaut', 'Sonu Sood', 'Mukul Dev', 'Venu Madhav', 'Brahmanandam', 'Ali', 'Brahmaji', 'Tanikella Bharani', 'Posani Krishna Murali', 'Makrand Deshpande', 'Sunil Varma', 'Chalapathi Rao', 'Gautam Raju', 'Prudhviraj', 'Abhinaya Sri', 'Sangeeta']","['Mani Sharma', 'Suchitra', 'Karthik', 'Geetha Madhuri', 'K. G. Ranjith', 'Vedala Hemachandra', 'Maalavika']","['Puri Jagannath', 'Vijaya Ram Prasad']","['Ramajogayya Sastry', 'Ravi Kumar Bhaskarabhatla']",['Aditya Ram'],https://subdl.com/s/subtitle/sd24162/ek-niranjan,https://en.wikipedia.org/wiki/Ek_Niranjan
Gunde Jaari Gallanthayyinde,te,"['Comedy', 'Drama', 'Romance']",19-04-2013,150,UA,82000000,250900000,Super Hit,"['Nithiin', 'Isha Talwar', 'Nithya Menen', 'Ali']",[],['Vijay Kumar Konda'],['Harshavardhan'],['Vikram Goud'],https://subdl.com/s/subtitle/sd27125/gunde-jaari-gallanthayyinde,https://en.wikipedia.org/wiki/Gunde_Jaari_Gallanthayyinde
Gabbar Singh,te,"['Action', 'Comedy']",11-05-2012,153,UA,300000000,1500000000,Super Hit,"['Pawan Kalyan', 'Shruti Haasan', 'Ali', 'Kota Srinivasa Rao', 'Abhimanyu Singh', 'Tanikella Bharani', 'Brahmanandam', 'Rao Ramesh', 'Malaika Arora Khan', 'Ajay', 'Prabhakar']",['Devi Sri Prasad'],['Harish Shankar'],['Satish Vegesna'],[],https://subdl.com/s/subtitle/sd10184/gabbar-singh,https://en.wikipedia.org/wiki/Gabbar_Singh_(film)
Heart Attack,te,"['Action', 'Romance']",31-01-2014,142,A,135000000,400000000,Average,"['Nithiin', 'Adah Sharma', 'Prakash Raj', 'Brahmanandam', 'Ali', 'Ajay']",['Anup Rubens'],['Puri Jagannath'],['Puri Jagannath'],[],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Heart-Attack-(2014)/bbd08302-359c-4ab9-9362-4b2a7b982231,https://en.wikipedia.org/wiki/Heart_Attack_(2014_film)
Happy,te,"['Action', 'Comedy', 'Drama', 'Romance']",27-01-2006,152,U,160000000,220000000,Flop,"['Allu Arjun', ""Genelia D'Souza"", 'Manoj Bajpayee', 'Brahmanandam', 'Kishore', 'Deepak Shirke', 'Rama Prabha', 'G. V. Sudhakar Naidu', 'Suman Shetty', 'Tanikella Bharani', 'Kondavalasa Lakshmana Rao', 'Venu Madhav', 'L. B. Sriram']",['Yuvan Shankar Raja'],"['Radha Mohan', 'A. Karunakaran']","['Kona Venkat', 'S. N. Swamy']",['Allu Aravind'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Happy-(2006)-1/14ea88dc-301a-4b2e-9655-a8a22e0c483f,https://en.wikipedia.org/wiki/Happy_(2006_film)#Box_office
Ishq,te,"['Comedy', 'Romance']",24-02-2012,160,UA,78000000,440200000,Hit,"['Nithiin', 'Nithya Menen', 'Nagineedu Vellanki', 'Ajay', 'Sindhu Tolani', 'Satya Krishnan', 'Ali']","['Anup Rubens', 'Aravind', 'Saindhavi Prakash', 'Shankar']",['Vikram Kumar'],['Vikram Kumar'],"['Vikram Goud', 'N. Sudhakar Reddy']",https://subdl.com/s/subtitle/sd2420/ishq,https://en.wikipedia.org/wiki/Ishq_(2012_film)
Indra,te,"['Action', 'Drama']",24-07-2002,173,U,130000000,550000000,Super Hit,"['Chiranjeevi', 'Sonali Bendre', 'Aarthi Agarwal', 'Mukesh Rishi', 'Sivaji Sontineni', 'Brahmanandam', 'Telangana Sakuntala']",['Mani Sharma'],['B. Gopal'],['Paruchuri Brothers'],['C. Ashwini Dutt'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Indra-(2002)/486b883f-a582-4f71-9b7a-760375cb4371,https://en.wikipedia.org/wiki/Indra_(2002_film)
Jalsa,te,"['Action', 'Comedy']",02-04-2008,161,A,250000000,420000000,Hit,"['Pawan Kalyan', ""Ileana D'Cruz"", 'Brahmanandam', 'Prakash Raj', 'Kamalinee Mukherjee', 'Ali', 'Tanikella Bharani', 'Sunil Varma', 'Mukesh Rishi', 'Parvati Melton', 'Ravi Varma', 'Mahesh Babu']",['Devi Sri Prasad'],['Trivikram Srinivas'],['Trivikram Srinivas'],['Allu Aravind'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Jalsa-(2008)/dd51a5cb-ee89-4e1b-8137-8fa9b7899172,https://wirally.com/jalsa-turns-12-today-lets-check-out-records/
Devadasu,te,['Romance'],11-01-2006,175,UA,70000000,140000000,Super Hit,"[""Ileana D'Cruz"", 'Sayaji Shinde', 'Ram Pothineni', 'Shriya Saran', 'M. S. Narayana', 'Venu Madhav', 'Rama Prabha']",[],['Y. V. S. Chowdary'],['Y. V. S. Chowdary'],[],https://subdl.com/subtitle_details.php?p=devdas-devdasu,https://en.wikipedia.org/wiki/Devadasu_(2006_film)
Maska,te,"['Action', 'Comedy', 'Drama', 'Thriller']",14-01-2009,156,UA,120000000,280000000,Average,"['Ram Pothineni', 'Mukesh Rishi', 'Hansika Motwani', 'Sheela Kaur', 'Brahmanandam', 'M. S. Narayana', 'Ali', 'Dharmavarupu Subramanyam', 'Sunil Varma', 'Pradeep Ram Singh Rawat']",['Chakri'],['B. Gopal'],[],['M. S. Raju'],https://subdl.com/s/subtitle/sd48283/maska,https://en.wikipedia.org/wiki/Maska_(2009_film)
Ganesh,te,['Romance'],24-09-2009,166,UA,150000000,50000000,Disaster,"['Ram Pothineni', 'Kajal Agarwal', 'Brahmanandam', 'Ananth', 'Rohini Hattangadi', 'Poonam Kaur', 'Ravi Prakash', 'Rajitha', 'Sudha', 'Ashish Vidhyarthi']",[],['M. Saravanan'],['Abburi Ravi'],['Sravanthi Ravi Kishore'],https://subtitleshub.net/ganesh-english-srt-1735640/,https://en.wikipedia.org/wiki/Ganesh:_Just_Ganesh
Kandireega,te,"['Action', 'Comedy', 'Romance']",12-08-2011,130,UA,140000000,250000000,Blockbuster,"['Ram Pothineni', 'Hansika Motwani', 'Aksha Pardasany', 'Sonu Sood', 'Vineet Kumar', 'Saptagiri']","['S. Thaman', 'Sravana Bhargavi']",['Santosh Srinivas'],[],['Bellamkonda Suresh'],http://cinemasubtitles.com/subtitles/telugu-movie-cinema/Kandireega/ff22e0c6-3b83-4a1a-8eec-bd82f2992b3c,https://bestoftheyear.in/movie/kandireega/
Rama Rama Krishna Krishna,te,"['Action', 'Comedy', 'Drama']",12-05-2010,161,UA,80000000,160000000,Average,"['Ram Pothineni', 'Arjun Sarja', 'Priya Anand', 'Bindu Madhavi', 'Vineeth Radhakrishnan', 'Gracy Singh', 'Nassar', 'Brahmanandam', 'Sayaji Shinde', 'Pragathi', 'Srinivasa Reddy', 'Banerjee', 'Vineet Kumar']",['M.M. Keeravaani'],['Sriwass'],[],['Dil Raju'],https://subdl.com/s/subtitle/sd14003/rama-rama-krishna-krishna,https://www.youtube.com/watch?v=WBg2e8NxbfU
Endukante Premanta,te,"['Comedy', 'Fantasy', 'Romance']",08-06-2012,154,U,80000000,120000000,Flop,"['Tamanna Bhatia', 'Ram Pothineni', 'Suman Talwar', 'Richard Rishi', 'Y. Kasi Viswanath', 'Sayaji Shinde', 'Anu Hasan', 'Satya Krishnan', 'Brahmanandam', 'Nagineedu Vellanki', 'Raghu Babu', 'Suman Shetty']",['G. V. Prakash Kumar'],['A. Karunakaran'],[],['Sravanthi Ravi Kishore'],https://subdl.com/s/subtitle/sd15930/endukante-premanta,https://subdl.com/s/subtitle/sd15930/endukante-premanta
Ongole Gitta,te,"['Action', 'Comedy']",01-02-2013,160,A,70000000,120000000,Flop,"['Ram Pothineni', 'Kriti Kharbanda', 'Prakash Raj', 'Ajay', 'Raghu Babu', 'Rama Prabha', 'Prabhu Ganesan', 'Jayaprakash Reddy']",[],['Bhaskar'],[],[],https://subdl.com/s/subtitle/sd95631/ongolu-gitta/english,https://www.youtube.com/watch?v=WBg2e8NxbfU
Hyper,te,"['Action', 'Drama']",30-09-2016,144,UA,140000000,240000000,Average,"['Ram Pothineni', 'Raashi Khanna', 'Sathyaraj', 'Rao Ramesh', 'Tulasi', 'Naresh', 'Prabhas Sreenu', 'Murali Sharma', 'Fish Venkat', 'Y. Kasi Viswanath', 'Jayaprakash Reddy', 'G. V. Sudhakar Naidu', 'Mamilla Shailaja Priya', 'Posani Krishna Murali']",[],['Santosh Srinivas'],['Abburi Ravi'],[],https://subtitleshub.net/hyper-english-srt-5600426/,https://www.youtube.com/watch?v=WBg2e8NxbfU
Hello Guru Prema Kosame,te,"['Comedy', 'Romance']",18-10-2018,140,U,200000000,350000000,Hit,"['Ram Pothineni', 'Anupama Parameswaran', 'Prakash Raj', 'Pranitha Subhash', 'Posani Krishna Murali', 'Sithara', 'Jayaprakash', 'Noel Sean', 'Sayaji Shinde']",['Devi Sri Prasad'],['Trinadha Rao Nakkina'],[],['Dil Raju'],https://subdl.com/s/subtitle/sd83657/hello-guru-prema-kosame,https://www.youtube.com/watch?v=WBg2e8NxbfU
Ismart Shankar,te,"['Action', 'Sci-Fi', 'Thriller']",18-07-2019,140,A,200000000,650000000,Blockbuster,"['Ram Pothineni', 'Nabha Natesh', 'Nidhhi Agerwal', 'Satyadev Kancharana', 'Puneet Issar', 'Sayaji Shinde', 'Ashish Vidhyarthi', 'Getup Srinu', 'Jayalalita', 'Deepak Shetty', 'Lekha Prajapati']","['Mani Sharma', 'Anurag Kulkarni', 'Kasarla Shyam', 'Rahul Sipligunj', 'Mohana Bhogaraju']",['Puri Jagannath'],['Ravi Kumar Bhaskarabhatla'],['Maniraj Padigomula'],https://subdl.com/s/subtitle/sd349177/ismart-shankar,https://www.youtube.com/watch?v=WBg2e8NxbfU
Murari,te,"['Drama', 'Romance', 'Thriller']",17-02-2001,180,UA,20000000,80000000,Blockbuster,"['Mahesh Babu', 'Sonali Bendre', 'Prakash Raj']",[],['Pasupuleti Krishna Vamsi'],[],[],https://subdl.com/s/subtitle/sd16754/murari,https://www.youtube.com/watch?v=yerQus09P6s
Takkari Donga,te,"['Action', 'Adventure', 'Comedy']",12-01-2002,165,U,100000000,140000000,Average,"['Mahesh Babu', 'Bipasha Basu', 'Rahul Dev', 'Tanikella Bharani', 'Lisa Ray']",['Mani Sharma'],['Jayant Paranji'],['Satyanand'],[],https://subdl.com/s/subtitle/sd292102/takkari-donga,https://www.youtube.com/watch?v=yerQus09P6s
Nijam,te,['Action'],23-05-2003,196,UA,60000000,100000000,Flop,"['Mahesh Babu', 'Gopichand', 'Rakshita']",[],['Teja'],[],[],https://subdl.com/s/subtitle/sd27973/nijam,https://www.youtube.com/watch?v=yerQus09P6s
Arjun,te,['Action'],18-08-2004,174,U,180000000,230000000,Average,"['Mahesh Babu', 'Shriya Saran', 'Prakash Raj', 'Saritha', 'Keerthi reddy', 'Raja', 'M. S. Narayana', 'Tanikella Bharani', 'Nassar']",[],['Gunasekhar'],['Paruchuri Brothers'],[],https://subdl.com/s/subtitle/sd235221/arjun,https://www.youtube.com/watch?v=yerQus09P6s
Sainikudu,te,['Action'],30-11-2006,169,UA,220000000,180000000,Flop,"['Mahesh Babu', 'Trisha Krishnan', 'Irrfan Khan', 'Prakash Raj', 'Ajay', 'Kamna Jethmalani', 'Ravi Varma']",['Harris Jayaraj'],['Gunasekhar'],['Gunasekhar'],"['C. Ashwini Dutt', 'Swapna Dutt']",http://www.cinemasubtitles.in/subtitles/telugu-movie-cinema/Sainikudu-(2006)/45a3eabc-996f-4b16-bee7-e9af6c34d9e5,https://www.youtube.com/watch?v=yerQus09P6s
Dookudu,te,"['Action', 'Comedy']",23-09-2011,170,UA,350000000,1100000000,Blockbuster,"['Mahesh Babu', 'Samantha Akkineni', 'Sonu Sood', 'Kota Srinivasa Rao', 'Prakash Raj', 'Brahmanandam', 'Sayaji Shinde', 'M. S. Narayana', 'Ajay', 'Nassar', 'Master Bharath', 'Ajaz Khan', 'Prabhakar', 'Shafi', 'Rajiv Kanakala', 'Sonia Deepti']","['Radhakrishna Eskala', 'Shadab Rayeen']","['Sreenu Vaitla', 'Saikishore']","['Kona Venkat', 'Gopi Mohan']","['Anil Sunkara', 'Ram Achanta', 'Gopichand Achanta']",https://subdl.com/s/subtitle/sd3901/dookudu,https://www.youtube.com/watch?v=yerQus09P6s
Seethamma Vakitlo Sirimalle Chettu,te,"['Comedy', 'Drama']",11-01-2013,159,U,500000000,1000000000,Hit,"['Venkatesh', 'Mahesh Babu', 'Anjali', 'Samantha Akkineni', 'Prakash Raj', 'Jayasudha', 'Rohini Hattangadi', 'Rao Ramesh', 'Abhinaya', 'Kota Srinivasa Rao', 'Tanikella Bharani', 'Rama Prabha', 'Venu Madhav', 'Ravi Babu', 'Ahuti Prasad', 'Murali Mohan', 'Srinivasa Reddy', 'Satyadev Kancharana', 'Kalpika Ganesh', 'Tejaswi Madivada', 'Dhanya Balakrishna']","['Mani Sharma', 'Mickey J Meyer']","['Srikanth Addala', 'Vinod Lingala']","['Srikanth Addala', 'Ganesh Patro']",['Dil Raju'],https://subdl.com/s/subtitle/sd15427/seethamma-vakitlo-sirimalle-chettu,https://www.youtube.com/watch?v=yerQus09P6s
Aagadu,te,"['Action', 'Comedy']",19-09-2014,165,UA,650000000,620000000,Flop,"['Mahesh Babu', 'Tamanna Bhatia', 'Sonu Sood', 'Brahmanandam', 'Rajendra Prasad', 'Ashish Vidhyarthi', 'Nassar', 'M. S. Narayana', 'Rao Ramesh', 'Raghu Babu', 'Ajay', 'Posani Krishna Murali', 'Shruti Haasan', 'Vennela Kishore', 'Brahmaji', 'Vineet Kumar']",['S. Thaman'],['Sreenu Vaitla'],"['Gopi Mohan', 'Upendra Madhav', 'Anil Ravipudi', 'Praveen Varma']","['Anil Sunkara', 'Ram Achanta', 'Gopichand Achanta']",https://subdl.com/s/subtitle/sd15415/aagadu,https://www.youtube.com/watch?v=yerQus09P6s
Maharshi,te,"['Action', 'Drama']",09-05-2019,176,UA,1000000000,2200000000,Blockbuster,"['Mahesh Babu', 'Pooja Hegde', 'Allari Naresh', 'Jagapati Babu', 'Prakash Raj', 'Jayasudha', 'Meenakshi Dixit', 'Ananya', 'Sai Kumar', 'Tanikella Bharani', 'Rao Ramesh', 'Vennela Kishore', 'Kamal Kamaraju', 'Mukesh Rishi', 'Nassar', 'Vidyullekha Raman', 'Srinivasa Reddy', 'Posani Krishna Murali', 'Rajiv Kanakala', 'Brahmaji', 'Anish Kuruvilla', 'Sameer Hasan', 'Ravi Prakash', 'Randhir Gatla', 'Jhansi', 'Kaikala Satyanarayana', 'Kota Srinivasa Rao', 'Annapoorna', 'Aneesha Dama', 'Rajsekhar Aningi', 'Hemant Jeshwant Rao', 'Mahesh Achanta', 'Sonia Albizuri', 'Sivannarayana Naripeddi', 'Jacklyn Thrapp', 'Prudhviraj', 'Sana', 'V. S. Roopa Lakshmi', 'Patricia Pinto', 'Monica Pinto', 'Francesca Pinto', 'Nicholas Pinto', 'Ashrita Vemuganti', 'John Kokken', 'Kedar Shankara']","['Devi Sri Prasad', 'Benny Dayal']","['Hari', 'Vamsi Paidipally', 'Bhimaneni Srinivasa Rao', 'Ahishor Solomon']",[],"['Dil Raju', 'C. Ashwini Dutt', 'Param V Potluri', 'Guru Bobba', 'Rita Powers', 'Kavin Anne', 'Raj Kumar', 'Koti Paruchuri', 'Pearl V. Potluri', 'Jonty Singh Rawat']",http://www.elsubtitle.com/title/tt8333978/,https://www.youtube.com/watch?v=L9pJEGoodN0
